Id. de almacén;Fecha Entrega;Tipo de pedido;Número de OC de comprador;Número de departamento;tipo_pallet;Id. de palé;Nombre de usuario;Número de artículo;Descripción;Cantidad
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763610;RASEGOV;450607;CRISTAL VRE1200CCX10-TC;2
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763612;FVEGA;ET13072;LIMON SODA PRB2500X6-TR;2
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763612;FVEGA;ET17272;PAP PRB2500X6-TR;4
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763612;FVEGA;ET17280;BILZ PRB2500X6-TR;5
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763612;FVEGA;ET18406;PEPSI PRB2500X6-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763612;FVEGA;ET18481;CRUSH PRB2500X6-TR;2
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763612;FVEGA;ET18589;KEM PIN PRB2500X6-TR;3
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763612;FVEGA;ET8702950;SEVEN UP PRB 2500X6;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763637;JBRAVO;ET10367;LIMON SODA VRE1000X12-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763637;JBRAVO;ET10383;GINGER ALE VRE1000X12-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763637;JBRAVO;ET10405;KEM PIN VRE1000X12-TR;2
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763637;JBRAVO;ET13056;PEPSI VRE1000X12-TR;2
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763637;JBRAVO;ET8265;PAP VRE350X24-TC;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763637;JBRAVO;ET8700192;BILZ GRB 237 X 30;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763637;JBRAVO;ET8701024;CD LIMON SODA GRB 237 X 30;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763637;JBRAVO;ET9148;BILZ VRE1000X12-TR;2
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763637;JBRAVO;ET9245;PAP VRE1000X12-TR;2
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763729;CQUEZADA;450403;SOL CANAST. 6PCX4-VNR330-SO;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763732;FFPAINEMT;450295;HEINEKEN CANAST. 6PCX4-VNR330C;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763732;FFPAINEMT;450336;ROYAL GUARD 6PKCANASTILLOX4-VN;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763736;CAALVARE;450208;MANQUEHUITO PINA 6PX4-LAT350CC;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763736;CAALVARE;450404;MORENITA 6PFX4-LAT350CC;2
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763736;CAALVARE;450592;ESCUDO SILVER LAT470CX24;6
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763736;CAALVARE;450709;ESCUDO NEGRA LATA 470X24;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763740;CTORRES;ET47147;CATUN CG PET1600X6-TR;10
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763740;CTORRES;ET47155;CATUN SG PET1600X6-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763740;CTORRES;ET47384;PEPSI PET500X12-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763740;CTORRES;ET47643;BILZ PET500X12-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763740;CTORRES;ET47651;PAP PET500X12-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763740;CTORRES;ET4766K;KEM PIN PET500X12-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763740;CTORRES;ET47678;LIMON SODA PET500X12-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763740;CTORRES;ET870662K;MAS CACHANTUN PERA PET 1600 X6;2
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763740;CTORRES;ET8707529;MAS CATUN WOM FRU BOS PET1.6X6;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763743;JRET;ET14486;LIMON SODA PET3000X6-TR;2
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763743;JRET;ET17434;BILZ PET3000X6-TR;3
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763743;JRET;ET17442;PAP PET3000X6-TR;3
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763743;JRET;ET870693K;PEPSI ZERO 6PF-PET 3000;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763748;CQUEZADA;ET10073;LIMON SODA PET1500X6-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763748;CQUEZADA;ET17450;KEM PIN PET3000X6-TR;3
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763748;CQUEZADA;ET9199;BILZ PET1500X6-TR;2
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763748;CQUEZADA;ET9296;PAP PET1500X6-TR;3
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763752;HEHUENCHU;ET12580;WATTS DUR LIG PET1500X6-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763752;HEHUENCHU;ET1267K;WATTS TUTTIFLLA PET 1500X6-TR;4
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763752;HEHUENCHU;ET13226;LIMON SODA PET250X12-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763752;HEHUENCHU;ET14737;WATTS TUTTIARANDANO PET1500X06;2
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763752;HEHUENCHU;ET16004;WATTS DUR PET1500X6-TR;12
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763752;HEHUENCHU;ET16012;WATTS DAM PET1500X6-TR;4
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763752;HEHUENCHU;ET16020;WATTS NAR PET1500X6-TR;2
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763752;HEHUENCHU;ET16039;WATTS PIN PET1500X6-TR;4
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763752;HEHUENCHU;ET16543;KEM PIN PET250X12-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763752;HEHUENCHU;ET16578;PEPSI PET250X12-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763752;HEHUENCHU;ET47694;BILZ PET250X12-TR;5
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763752;HEHUENCHU;ET47848;PAP PET250X12-TR;3
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763753;FFPAINEMT;ET13250;PEPSI PET2000X6-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763753;FFPAINEMT;ET870113K;FRUGO NARANJA PET 2000 X6;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763753;FFPAINEMT;ET8701881;FRUGO PIÑA PET2000X6-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O37-01;1015;Mixto;RGU00011763753;FFPAINEMT;ET8702632;FRUGO FRUTILLA PET 2000 x 6;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Completo;178021000400618187;THARRIS;450295;HEINEKEN CANAST. 6PCX4-VNR330C;60
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761455;RASEGOV;ET8265;PAP VRE350X24-TC;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761770;CQUEZADA;ET8704198;JUGO VIVO LIMONADA 100X7 GR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761770;CQUEZADA;ET8704201;JUGO VIVO MANZANA 100X7 GR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761770;CQUEZADA;ET8704228;JUGO VIVO MANGO 100X7 GR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761770;CQUEZADA;ET8705836;JUGO VIVO NATURA NARANJ/FRUTIL;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761782;CTORRES;445227;PISCO MISTRAL G.PISCO-46° VNR7;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761782;CTORRES;445473;CAMPANARIO 35GL 700CCX12;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761782;CTORRES;445478;CAMPANARIO SOUR PICA 15 VNR700;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761782;CTORRES;445491;CAMPANARIO 35GL VNR1000CCX6;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761782;CTORRES;445554;S-MORENA BLANCO 39.5GL VNR750C;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761782;CTORRES;445593;RUTA MANGO 12GL 700CCX12;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761782;CTORRES;445594;RUTA PICA 15GL 700CCX12;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761782;CTORRES;ET11525;GATORADE COOL BLUE 6PKPET500;2
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761782;CTORRES;ET8701849;GATORADE COOL BLUE PET1.0X12;2
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761782;CTORRES;ET8707545;GATORADE NARANJA 12PF-PET 1.0;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761793;CQUEZADA;007797;MIS_RESERV-CS-SY-NAC-VNR750CCX;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761793;CQUEZADA;007799;MIS_VARIET-ME-NAC-VNR750CCX12-;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761793;CQUEZADA;007801;MIS_VARIET-CS-NAC-VNR750CCX12-;2
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761793;CQUEZADA;007803;MIS_VARIET-CA-NAC-VNR750CCX12-;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761793;CQUEZADA;007866;CAS_RIV_RE-ME-NAC-VNR750CCX12-;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761793;CQUEZADA;700170;MIS_VARIET-RO-CS-SY-NAC-VNR12X;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761793;CQUEZADA;700309;V_MAR_UNIQ-BRUT-NAC-VNR750CCX6;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761793;CQUEZADA;700459;ÉPICA-IM2-RE-VNR750CCX12-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761793;CQUEZADA;700557;GATO-B-CF8-1000CCX12-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761793;CQUEZADA;700560;GATO-B-CB4-1500CCX8-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761793;CQUEZADA;700561;GATO-CS-CB4-1500CCX8-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761793;CQUEZADA;700563;GATO-B-CB4-2000CCX8-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761793;CQUEZADA;700569;STA_HELENA-B-CB8-500CCX12;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761793;CQUEZADA;700574;STA_HELENA-T-CB4-1500CCX8-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761859;CAALVARE;700042;SAN_PED_EX-TINTO-NAC-VNR1500CC;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761879;CAALVARE;445426;HORCON QUEMADO 35GL VNR645CC X;2
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761879;CAALVARE;445427;HORCON QUEMADO 40GL VNR645X6-T;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761879;CAALVARE;445436;HORCON QUEMADO 46GL VNR645X6-T;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761879;CAALVARE;445734;MISTRAL ICE 6PCX4-LAT310;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761879;CAALVARE;445770;RUTA SOUR 14GL 1200CCX6;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761879;CAALVARE;445816;CUSQUEÑO SOUR 14GL VNR700X12;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011761879;CAALVARE;ET17884;KEM XTR PET500X12-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763028;CESCOBAR;450112;AUSTRAL LAGER 330 O/W 4PX6;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763028;CESCOBAR;450474;CALAFATE 6PACK 330NR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763028;CESCOBAR;450507;DOLBEK MAQUI - VNR 12X330;2
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763028;CESCOBAR;450511;DOLBEK LAGER BELGA - NNR 12X33;2
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763028;CESCOBAR;450601;KUNST TRIGO  4PCX6-VNR330-TC;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763028;CESCOBAR;450630;HEINEKEN 0,0 CANAST. 6PCX4-VNR;2
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763030;JRET;007493;KUNSTM-TOROB 4PCX6-VNR330-TC;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763030;JRET;450295;HEINEKEN CANAST. 6PCX4-VNR330C;36
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763030;JRET;450469;LEMON STONES CANAST. 6PX4-VNR3;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763030;JRET;450676;ESCUDO SIN FILTRAR 6PCANX4-VNR;5
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763030;JRET;ET8703396;WATTS SEL MANGO-MAR GNB 1000X6;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763053;HEHUENCHU;450329;ESCUDO 12PX2-LATA350CC (3X4);58
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763068;HEHUENCHU;450010;ESCUDO 6PFX4-LATA350CC;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763068;HEHUENCHU;450189;CRISTAL SIN ALCOHOL 6PX4LAT350;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763068;HEHUENCHU;450235;CRISTAL 6PFX4-LAT350CC;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763068;HEHUENCHU;450472;LEMON STONES 6PFX4-LAT350CC;2
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763068;HEHUENCHU;450520;HEINEKEN 6PKX4-LAT350CC CARTUL;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763068;HEHUENCHU;450554;CRISTAL RADLER CERO 6PX4LAT350;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763068;HEHUENCHU;ET16748;CRUSH 6PFX4-LAT350;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763068;HEHUENCHU;ET17213;AGUA TONICA 6PFX4-LAT350;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763068;HEHUENCHU;ET8700028;WATTS DURAZNO GNB 300X24;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763076;FFPAINEMT;ET47384;PEPSI PET500X12-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763076;FFPAINEMT;ET47643;BILZ PET500X12-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763076;FFPAINEMT;ET4766K;KEM PIN PET500X12-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763076;FFPAINEMT;ET47678;LIMON SODA PET500X12-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763076;FFPAINEMT;ET8702187;KEM ZERO PET 500 X 12;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763076;FFPAINEMT;ET870662K;MAS CACHANTUN PERA PET 1600 X6;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763076;FFPAINEMT;ET8706883;PEPSI ZERO 12PF-PET 500-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763076;FFPAINEMT;ET8707995;MAS LIMON C/G 6PF-PET 1600;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763076;FFPAINEMT;ET8708010;MAS LIMON NAR C/G 6PF-PET 1600;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763083;CESCOBAR;ET10162;LIMON SODA ZERO 6PF-PET 3000-T;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763083;CESCOBAR;ET14486;LIMON SODA PET3000X6-TR;2
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763083;CESCOBAR;ET15113;GINGER ALE LIGHT PET3000X6-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763083;CESCOBAR;ET17434;BILZ PET3000X6-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763083;CESCOBAR;ET17442;PAP PET3000X6-TR;2
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763083;CESCOBAR;ET8701954;PAP ZERO PET3000X6-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763083;CESCOBAR;ET8701962;BILZ ZERO PET3000X6-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763083;CESCOBAR;ET8707464;GINGER ALE LIGHT 6PF-PET 2.0;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763084;HORMAZABAL;ET10189;AGUA TONICA PET1500X6-TR;2
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763084;HORMAZABAL;ET11061;PEPSI PET1500X6-TR;5
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763084;HORMAZABAL;ET17450;KEM PIN PET3000X6-TR;2
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763084;HORMAZABAL;ET17760;CRUSH PET3000X6-TR;2
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763084;HORMAZABAL;ET47902;PEPSI LIG PET1500X6-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763084;HORMAZABAL;ET8703272;KEM XTRM SUGAR FREE PET 1500X6;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763084;HORMAZABAL;ET8706891;PEPSI ZERO 6PF-PET 1500-TR;4
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763084;HORMAZABAL;ET8707685;KEM ZERO 6PF-PET 1750-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763100;FVEGA;ET8704120;7UP PET 1750 X 6-TR;2
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763100;FVEGA;ET8707375;7UP LIGHT 6PF-PET1750-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763100;FVEGA;ET8707596;KEM 6PF-PET 1750-TR;21
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763100;FVEGA;ET8707669;BILZ ZERO 6PF-PET 1750-TR;11
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763121;LPPINILLA;ET10057;LIMON SODA PET2000X6-TR;3
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763121;LPPINILLA;ET1284K;CRUSH LIG PET2000X6-TR;2
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763121;LPPINILLA;ET13250;PEPSI PET2000X6-TR;5
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763121;LPPINILLA;ET47929;PEPSI LIG PET2000X6-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763121;LPPINILLA;ET8706905;PEPSI ZERO 6PF-PET 2000-TR;3
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763121;LPPINILLA;ET8707456;PEPSI ZERO 6PF-PET 1750-TR;12
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763121;LPPINILLA;ET8707588;PAP 6PF-PET 1750-TR;11
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763121;LPPINILLA;ET8707626;GINGER A LIGHT 6PF-PET 1750-TR;14
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763121;LPPINILLA;ET8707634;CRUSH ZERO 6PF-PET 1750-TR;1
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763121;LPPINILLA;ET8707650;GINGER ALE 6PF-PET 1750-TR;2
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763121;LPPINILLA;ET8707677;PAP ZERO 6PF-PET 1750-TR;2
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763121;LPPINILLA;ET8707693;LIMON SODA ZERO 6PF-PET 1750-T;3
RGUA TCCU;08/07/2019 0:00:00;3019-RANCAGUA;O38-01;1016;Mixto;RGU00011763121;LPPINILLA;ET9059;GINGER ALE PET2000X6-TR;1
