Id. de almacén;Fecha Entrega;Mes;Dia;Tipo de pedido;Número de OC de comprador;Número de departamento;tipo_pallet;Id. de palé;Nombre de usuario;Número de artículo;Descripción;Cantidad;Número de artículo 1
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O38-02;2013;Mixto;RGU00011776402;JRET;ET11754;PEPSI VRE350X24-TC;6;ET11754
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O38-02;2013;Mixto;RGU00011776402;JRET;ET12807;CRUSH LIG VRE350X24-TC;5;ET12807
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O38-02;2013;Mixto;RGU00011776402;JRET;ET7994;GINGER ALE VRE350X24-TC;7;ET7994
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O38-02;2013;Mixto;RGU00011776402;JRET;ET8109;LIMON SODA VRE350X24-TC;9;ET8109
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O38-02;2013;Mixto;RGU00011776402;JRET;ET8168;BILZ VRE350X24-TC;5;ET8168
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O38-02;2013;Mixto;RGU00011776402;JRET;ET8265;PAP VRE350X24-TC;3;ET8265
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O38-02;2013;Mixto;RGU00011776402;JRET;ET8567;KEM PIN VRE350X24-TC;5;ET8567
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O38-02;2013;Mixto;RGU00011776402;JRET;ET8707359;PEPSI ZERO VRE350X24-TC;4;ET8707359
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O38-02;2013;Mixto;RGU00011776795;LPPINILLA;7483;KUNSTM-TOROB VNR330X24-TC;2;7483
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O38-02;2013;Mixto;RGU00011776795;LPPINILLA;400309;ROYAL GUARD VNR355CCX24-SO;3;400309
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O38-02;2013;Mixto;RGU00011776795;LPPINILLA;450603;HEINEKEN K2 VNR330CCX24-TC SMK;3;450603
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O38-02;2013;Mixto;RGU00011776797;FSAAVE;604580;CALAFATE VNR330X24 GRANEL;3;604580
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O38-02;2013;Mixto;RGU00011776805;JBRAVO;ET8701288;CATUN PREM S GAS GNB 350 X 24;12;ET8701288
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O38-02;2013;Mixto;RGU00011776805;JBRAVO;ET8701296;CATUN PREM C GAS GNB 350 X 24;12;ET8701296
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Completo;1.78021E+17;LROMO;450606;DORADA VRE1200CCX10-TC;40;450606
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011777221;JRET;450470;LEMON STONES PET1500X6-TR;3;450470
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011777238;JRET;450604;ESCUDO VRE1200CCX10-TC;9;450604
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011777238;JRET;450607;CRISTAL VRE1200CCX10-TC;6;450607
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011777281;JRET;592;ROY.GUARD VRE1000X12;10;592
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011777281;JRET;450417;HEINEKEN K2 VRE1000X12-TC;1;450417
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011777281;JRET;450605;MORENITA VRE1200CCX10-TC;2;450605
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011777281;JRET;450606;DORADA VRE1200CCX10-TC;19;450606
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011777294;CESCOBAR;ET11886;LIMON SODA PRB2000X9-TR;1;ET11886
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011777294;CESCOBAR;ET13072;LIMON SODA PRB2500X6-TR;3;ET13072
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011777294;CESCOBAR;ET17272;PAP PRB2500X6-TR;17;ET17272
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011777294;CESCOBAR;ET18481;CRUSH PRB2500X6-TR;2;ET18481
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011777294;CESCOBAR;ET19682;GINGER ALE PRB2500X6-TR;2;ET19682
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011777294;CESCOBAR;ET8176;BILZ PRB2000X9-TR;7;ET8176
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011777294;CESCOBAR;ET829K;PAP PRB2000X9-TR;3;ET829K
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011777294;CESCOBAR;ET8706921;PEPSI ZERO PRB 2500 X 6;2;ET8706921
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011777297;FFPAINEMT;ET17280;BILZ PRB2500X6-TR;10;ET17280
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011777297;FFPAINEMT;ET18589;KEM PIN PRB2500X6-TR;14;ET18589
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011777297;FFPAINEMT;ET8591;KEM PIN PRB2000X9-TR;5;ET8591
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011777345;JRET;ET18406;PEPSI PRB2500X6-TR;32;ET18406
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011777363;CESCOBAR;ET10367;LIMON SODA VRE1000X12-TR;1;ET10367
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011777363;CESCOBAR;ET8567;KEM PIN VRE350X24-TC;1;ET8567
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011777363;CESCOBAR;ET8700176;PEPSI GRB 237 X 30;1;ET8700176
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011777363;CESCOBAR;ET8700184;KEM GRB 237 X 30;4;ET8700184
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011777363;CESCOBAR;ET8700192;BILZ GRB 237 X 30;3;ET8700192
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011777363;CESCOBAR;ET8700206;PAP GRB 237 X 30;1;ET8700206
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011777363;CESCOBAR;ET8701024;CD LIMON SODA GRB 237 X 30;1;ET8701024
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011777363;CESCOBAR;ET8701172;WATTS DURAZNO GRB237CCX30;3;ET8701172
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011777363;CESCOBAR;ET8701210;BILZ PRB 1250 X 12-TR;3;ET8701210
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011777363;CESCOBAR;ET8701229;PAP PRB 1250 X 12-TR;3;ET8701229
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011777363;CESCOBAR;ET8701253;KEM PRB 1250 X 12-TR;4;ET8701253
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011777363;CESCOBAR;ET870130K;CRUSH PRB 1250 X 12-TR;1;ET870130K
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011777363;CESCOBAR;ET8701318;LIMON SODA PRB 1250 X 12-TR;2;ET8701318
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011777363;CESCOBAR;ET8703213;CRUSH GRB 237X30;2;ET8703213
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011777363;CESCOBAR;ET870810K;PEPSI GRB 1250X12;4;ET870810K
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778449;EMHERNANV;450403;SOL CANAST. 6PCX4-VNR330-SO;5;450403
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778453;FVEGA;450426;KUNST-TOROBAYO- 6PACKX4 VNR 33;1;450426
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778453;FVEGA;450538;ROYAL GUARD VNR1000CCX12-TR;1;450538
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778456;RASEGOV;450235;CRISTAL 6PFX4-LAT350CC;10;450235
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778456;RASEGOV;450472;LEMON STONES 6PFX4-LAT350CC;4;450472
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778456;RASEGOV;450531;MARACUYA STONES 6PFX4-LAT350CC;4;450531
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778456;RASEGOV;450572;HEINEKEN 4PFX6-LAT470CC;7;450572
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778456;RASEGOV;450583;ANDES LAT470X24;15;450583
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778462;JRET;450133;ESCUDO 6PX4-LAT470CC;14;450133
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778462;JRET;450237;CRISTAL 6PFX4-LAT470CC;11;450237
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778462;JRET;450592;ESCUDO SILVER LAT470CX24;48;450592
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778462;JRET;450684;ROYAL GUARD LAT470X24;12;450684
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778469;FFPAINEMT;ET47147;CATUN CG PET1600X6-TR;2;ET47147
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778469;FFPAINEMT;ET47384;PEPSI PET500X12-TR;1;ET47384
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778469;FFPAINEMT;ET47643;BILZ PET500X12-TR;1;ET47643
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778469;FFPAINEMT;ET47651;PAP PET500X12-TR;1;ET47651
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778469;FFPAINEMT;ET4766K;KEM PIN PET500X12-TR;2;ET4766K
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778469;FFPAINEMT;ET8706530;MAS CACHANTUN CITRUS PET 1600X;4;ET8706530
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778469;FFPAINEMT;ET8706557;MAS CACHANTUN MANZANA PET 1600;4;ET8706557
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778469;FFPAINEMT;ET8706565;MAS CACHANTUN GRANADA PET 1600;2;ET8706565
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778469;FFPAINEMT;ET870662K;MAS CACHANTUN PERA PET 1600 X6;3;ET870662K
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778469;FFPAINEMT;ET8707529;MAS CATUN WOM FRU BOS PET1.6X6;1;ET8707529
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778471;FVEGA;ET15008;CATUN CG PET2250X6-TR;12;ET15008
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778471;FVEGA;ET15024;CATUN SG PET2250X6-TR;2;ET15024
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778484;JBRAVO;ET17442;PAP PET3000X6-TR;6;ET17442
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778489;FVEGA;ET13277;SEVEN UP PET2000X6-TR;4;ET13277
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778489;FVEGA;ET18228;GINGER ALE PET3000X6-TR;5;ET18228
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778496;HEHUENCHU;ET14486;LIMON SODA PET3000X6-TR;6;ET14486
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778496;HEHUENCHU;ET17434;BILZ PET3000X6-TR;11;ET17434
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778496;HEHUENCHU;ET17450;KEM PIN PET3000X6-TR;11;ET17450
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778496;HEHUENCHU;ET17566;PEPSI PET3000X6-TR;14;ET17566
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778496;HEHUENCHU;ET17760;CRUSH PET3000X6-TR;7;ET17760
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778499;CESCOBAR;ET870113K;FRUGO NARANJA PET 2000 X6;1;ET870113K
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778499;CESCOBAR;ET8702632;FRUGO FRUTILLA PET 2000 x 6;1;ET8702632
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778507;EMHERNANV;ET12580;WATTS DUR LIG PET1500X6-TR;2;ET12580
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778507;EMHERNANV;ET1267K;WATTS TUTTIFLLA PET 1500X6-TR;7;ET1267K
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778507;EMHERNANV;ET13226;LIMON SODA PET250X12-TR;1;ET13226
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778507;EMHERNANV;ET13919;LIPTON TEA DURAZNO PET400X6;1;ET13919
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778507;EMHERNANV;ET14737;WATTS TUTTIARANDANO PET1500X06;2;ET14737
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778507;EMHERNANV;ET16004;WATTS DUR PET1500X6-TR;17;ET16004
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778507;EMHERNANV;ET16020;WATTS NAR PET1500X6-TR;3;ET16020
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778507;EMHERNANV;ET16039;WATTS PIN PET1500X6-TR;4;ET16039
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778507;EMHERNANV;ET16535;CRUSH PET250X12-TR;2;ET16535
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778507;EMHERNANV;ET16543;KEM PIN PET250X12-TR;1;ET16543
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778507;EMHERNANV;ET16578;PEPSI PET250X12-TR;1;ET16578
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778637;CAALVARE;445225;MISTRAL 35GL VNR750CCX12;10;445225
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778637;CAALVARE;445431;RON CABO VIEJO AÑEJADO 40GL VN;2;445431
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778637;CAALVARE;445520;SM ICE MOJITO 4PCX6-VNR270CC;3;445520
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778637;CAALVARE;445556;S-MORENA DORADO 39.5GL VNR750X;1;445556
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778637;CAALVARE;445709;RON CABO VIEJO 40GL 1000CC X 6;4;445709
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778637;CAALVARE;445755;SIERRA MORENA MOJITO ICE MARAC;2;445755
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778637;CAALVARE;445759;MISTRAL ICE ENERGY 7GL 4PCX6-V;1;445759
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778637;CAALVARE;445774;RUTA MANGO 12GL 1200CCX6;1;445774
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778637;CAALVARE;445811;SIERRA MORENA ICE BERRIES 7GL;2;445811
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778637;CAALVARE;ET8702039;GATORADE COOL BLUE PET1000X6;4;ET8702039
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778646;CTORRES;700041;GATO-VINO-IM2-MERLOT  VNR1500C;1;700041
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778668;CTORRES;700039;GATO-VINO-IM2-CAB.SAUV.VNR1500;1;700039
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778668;CTORRES;700288;MANQUEHUIT-PI-NAC-VNR1350CCX8-;1;700288
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778668;CTORRES;700405;LEON_TARAP-CS-VNR750CCX6-CO;1;700405
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778668;CTORRES;700555;GATO-B-CB8-500CCX12-TR;3;700555
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778668;CTORRES;700556;GATO-CS-CB8-500CCX12-TR;8;700556
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778668;CTORRES;700558;GATO-CS-CF8-1000CCX12-TR;6;700558
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778668;CTORRES;700559;GATO-ME-CF8-1000CCX12-TR;3;700559
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778668;CTORRES;700561;GATO-CS-CB4-1500CCX8-TR;1;700561
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778668;CTORRES;700564;GATO-CS-CB4-2000CCX8-TR;1;700564
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778668;CTORRES;700565;GATO-ME-CB4-2000CCX8-TR;4;700565
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778741;CTORRES;442058;100 PIPERS 40GL VNR1000CCX12;3;442058
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778741;CTORRES;442059;100 PIPERS 40GL VNR750CCX12;3;442059
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778741;CTORRES;442125;BALLANTINES FINEST 40GL VNR200;1;442125
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778741;CTORRES;442298;BLENDERS HONEY 40GL VNR750X6;1;442298
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778741;CTORRES;442299;BALLANTINES FINEST + HARD FIRE;1;442299
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778741;CTORRES;445769;SIERRA MORENA MOJITO ICE 7G 4P;5;445769
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778741;CTORRES;445770;RUTA SOUR 14GL 1200CCX6;1;445770
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778741;CTORRES;445785;ICEBERG ORANGE SPRITZ 5GL 4PCX;1;445785
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778741;CTORRES;ET17884;KEM XTR PET500X12-TR;1;ET17884
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778741;CTORRES;ET18503;KEM XTR PET1500X6-TR;2;ET18503
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778741;CTORRES;ET8706573;RED BULL TRADICIONAL 6PFX2 LAT;6;ET8706573
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778741;CTORRES;ET8707138;RED BULL TRADIC 12PF-LATA355;6;ET8707138
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778783;HORMAZABAL;ET8706379;SPRIM NARANJA ALMACEN 20X35 GR;1;ET8706379
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778783;HORMAZABAL;ET8706387;SPRIM DURAZNO ALMACEN 20X35 GR;1;ET8706387
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778783;HORMAZABAL;ET8706433;SPRIM NARANJA-PLATANO ALMACEN;1;ET8706433
RGUA TCCU;10-07-2019 0:00;7;10;3019-RANCAGUA;O39-01;1027;Mixto;RGU00011778815;HORMAZABAL;ET8706514;VIVO FRUTILLA ALMACEN 20X7 GR;1;ET8706514
RGUA TCCU;10-07-2019 0:00;7;10;3020-SAN FERNANDO;O51-01;1001;Mixto;RGU00011774777;FFPAINEMT;450295;HEINEKEN CANAST. 6PCX4-VNR330C;24;450295
RGUA TCCU;10-07-2019 0:00;7;10;3020-SAN FERNANDO;O51-01;1001;Mixto;RGU00011774777;FFPAINEMT;450330;CRISTAL 0,0 6PX4CANASTILLO-VNR;1;450330
RGUA TCCU;10-07-2019 0:00;7;10;3020-SAN FERNANDO;O51-01;1001;Mixto;RGU00011774777;FFPAINEMT;450426;KUNST-TOROBAYO- 6PACKX4 VNR 33;4;450426
RGUA TCCU;10-07-2019 0:00;7;10;3020-SAN FERNANDO;O51-01;1001;Mixto;RGU00011774777;FFPAINEMT;450469;LEMON STONES CANAST. 6PX4-VNR3;1;450469
RGUA TCCU;10-07-2019 0:00;7;10;3020-SAN FERNANDO;O51-01;1001;Mixto;RGU00011774777;FFPAINEMT;604580;CALAFATE VNR330X24 GRANEL;1;604580
RGUA TCCU;10-07-2019 0:00;7;10;3020-SAN FERNANDO;O51-01;1001;Mixto;RGU00011774777;FFPAINEMT;ET49875;PORVE CG VNR330X24-TR;1;ET49875
RGUA TCCU;10-07-2019 0:00;7;10;3020-SAN FERNANDO;O51-01;1001;Mixto;RGU00011774777;FFPAINEMT;ET49883;PORVE SG VNR330X24-TR;2;ET49883
RGUA TCCU;10-07-2019 0:00;7;10;3020-SAN FERNANDO;O51-01;1001;Mixto;RGU00011774787;CNIBARRAA;450329;ESCUDO 12PX2-LATA350CC (3X4);81;450329
RGUA TCCU;10-07-2019 0:00;7;10;3020-SAN FERNANDO;O51-01;1001;Mixto;RGU00011774798;EMHERNANV;400309;ROYAL GUARD VNR355CCX24-SO;1;400309
RGUA TCCU;10-07-2019 0:00;7;10;3020-SAN FERNANDO;O51-01;1001;Mixto;RGU00011774798;EMHERNANV;450256;KUNST TRIGO VNR330X12-TC;2;450256
RGUA TCCU;10-07-2019 0:00;7;10;3020-SAN FERNANDO;O51-01;1001;Mixto;RGU00011774798;EMHERNANV;450304;KUNSTM-ARANDANO VNR330X12-TC;1;450304
RGUA TCCU;10-07-2019 0:00;7;10;3020-SAN FERNANDO;O51-01;1001;Mixto;RGU00011774798;EMHERNANV;450403;SOL CANAST. 6PCX4-VNR330-SO;46;450403
RGUA TCCU;10-07-2019 0:00;7;10;3020-SAN FERNANDO;O51-01;1001;Mixto;RGU00011774798;EMHERNANV;450505;DOLBEK ALE - VNR 12X330;1;450505
RGUA TCCU;10-07-2019 0:00;7;10;3020-SAN FERNANDO;O51-01;1001;Mixto;RGU00011774798;EMHERNANV;450534;GUAYACAN PALE ALE VNR 330X24 5;1;450534
RGUA TCCU;10-07-2019 0:00;7;10;3020-SAN FERNANDO;O51-01;1001;Mixto;RGU00011774812;FVEGA;450472;LEMON STONES 6PFX4-LAT350CC;1;450472
RGUA TCCU;10-07-2019 0:00;7;10;3020-SAN FERNANDO;O51-01;1001;Mixto;RGU00011774812;FVEGA;450592;ESCUDO SILVER LAT470CX24;3;450592
RGUA TCCU;10-07-2019 0:00;7;10;3020-SAN FERNANDO;O51-01;1001;Mixto;RGU00011774812;FVEGA;450663;KUNST-LAGER- 6PACKX4 330 TC;1;450663
RGUA TCCU;10-07-2019 0:00;7;10;3020-SAN FERNANDO;O51-01;1001;Mixto;RGU00011774812;FVEGA;ET13404;BILZ 6PFX4-LAT350;2;ET13404
