Id. de almacén;Fecha Entrega;Mes;Dia;Tipo de pedido;Número de OC de comprador;Número de departamento;tipo_pallet;Id. de palé;Nombre de usuario;Número de artículo;Descripción;Cantidad;Número de artículo 1
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Completo;1.78016E+17;THARRIS;ET15008;CATUN CG PET2250X6-TR;64;ET15008
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;GU000117634316;HEHUENCHU;ET47147;CATUN CG PET1600X6-TR;10;ET47147
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;GU000117634316;HEHUENCHU;ET47384;PEPSI PET500X12-TR;5;ET47384
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;GU000117634316;HEHUENCHU;ET47643;BILZ PET500X12-TR;5;ET47643
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;GU000117634316;HEHUENCHU;ET47651;PAP PET500X12-TR;10;ET47651
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;GU000117634316;HEHUENCHU;ET47678;LIMON SODA PET500X12-TR;5;ET47678
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;GU000117634316;HEHUENCHU;ET4976K;CATUN LG PET1600X6-TR;5;ET4976K
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;GU000117634316;HEHUENCHU;ET8706557;MAS CACHANTUN MANZANA PET 1600;5;ET8706557
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;GU000117634316;HEHUENCHU;ET8707502;MAS CATUN WOM LIM/JEN PET1.6X6;3;ET8707502
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;GU000117634316;HEHUENCHU;ET8707804;MAS MANZ-DURAZNO 6PF-PET 1.6;5;ET8707804
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763345;FVEGA;ET17280;BILZ PRB2500X6-TR;5;ET17280
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763345;FVEGA;ET18406;PEPSI PRB2500X6-TR;10;ET18406
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763345;FVEGA;ET18589;KEM PIN PRB2500X6-TR;5;ET18589
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763350;JBRAVO;ET15903;WATTS DUR VRE350X24-TC;5;ET15903
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763350;JBRAVO;ET8168;BILZ VRE350X24-TC;3;ET8168
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763350;JBRAVO;ET8265;PAP VRE350X24-TC;1;ET8265
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763350;JBRAVO;ET8700176;PEPSI GRB 237 X 30;5;ET8700176
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763350;JBRAVO;ET8700184;KEM GRB 237 X 30;5;ET8700184
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763350;JBRAVO;ET8700192;BILZ GRB 237 X 30;5;ET8700192
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763350;JBRAVO;ET8700206;PAP GRB 237 X 30;5;ET8700206
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763350;JBRAVO;ET8701024;CD LIMON SODA GRB 237 X 30;5;ET8701024
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763350;JBRAVO;ET8701172;WATTS DURAZNO GRB237CCX30;5;ET8701172
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763406;CTORRES;ET13404;BILZ 6PFX4-LAT350;20;ET13404
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763406;CTORRES;ET17108;KEM PIN 6PFX4-LAT350;10;ET17108
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763406;CTORRES;ET17140;PAP 6PFX4-LAT350;20;ET17140
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763406;CTORRES;ET17159;LIMON SODA 6PFX4-LAT350;10;ET17159
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763406;CTORRES;ET17213;AGUA TONICA 6PFX4-LAT350;5;ET17213
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763406;CTORRES;ET8700036;WATTS DURAZNO LIGHT GNB 300X24;2;ET8700036
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763406;CTORRES;ET8700044;WATTS DAMASCO GNB 300X24;3;ET8700044
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763416;JRET;ET49190;CATUN SG PET500X12-TR;20;ET49190
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763436;FFPAINEMT;ET17434;BILZ PET3000X6-TR;30;ET17434
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763438;CESCOBAR;ET14486;LIMON SODA PET3000X6-TR;15;ET14486
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763438;CESCOBAR;ET17442;PAP PET3000X6-TR;5;ET17442
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763438;CESCOBAR;ET17450;KEM PIN PET3000X6-TR;25;ET17450
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763438;CESCOBAR;ET18228;GINGER ALE PET3000X6-TR;5;ET18228
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763464;LPPINILLA;ET11061;PEPSI PET1500X6-TR;5;ET11061
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763464;LPPINILLA;ET17442;PAP PET3000X6-TR;25;ET17442
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763464;LPPINILLA;ET17450;KEM PIN PET3000X6-TR;5;ET17450
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763464;LPPINILLA;ET18228;GINGER ALE PET3000X6-TR;10;ET18228
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763464;LPPINILLA;ET9199;BILZ PET1500X6-TR;5;ET9199
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763464;LPPINILLA;ET9296;PAP PET1500X6-TR;5;ET9296
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763464;LPPINILLA;ET9539;KEM PIN PET1500X6-TR;5;ET9539
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763466;CAALVARE;ET13218;LIMON SODA 6PFX4-PET250-TR;5;ET13218
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763466;CAALVARE;ET16640;KEM PIN 6PFX4-PET250-TR;5;ET16640
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763466;CAALVARE;ET16675;PEPSI 6PFX4-PET250-TR;5;ET16675
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763466;CAALVARE;ET47708;BILZ 6PFX4-PET250-TR;5;ET47708
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-01;1004;Mixto;RGU00011763466;CAALVARE;ET47856;PAP 6PFX4-PET250-TR;5;ET47856
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763281;CTORRES;445225;MISTRAL 35GL VNR750CCX12;1;445225
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763281;CTORRES;445227;PISCO MISTRAL G.PISCO-46° VNR7;1;445227
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763281;CTORRES;445473;CAMPANARIO 35GL 700CCX12;3;445473
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763281;CTORRES;445709;RON CABO VIEJO 40GL 1000CC X 6;2;445709
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763281;CTORRES;445761;MISTRAL 35GL VNR1000-TR X 12;2;445761
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763281;CTORRES;445846;MISTRAL ICE ACAI ARANDANO 7GL;1;445846
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763281;CTORRES;445855;CAMPANARIO SOUR 16GL VNR700X12;1;445855
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763281;CTORRES;ET8702039;GATORADE COOL BLUE PET1000X6;1;ET8702039
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763281;CTORRES;ET8703493;ADRENALINE RED PET750X6;1;ET8703493
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763326;CAALVARE;700556;GATO-CS-CB8-500CCX12-TR;2;700556
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763340;CQUEZADA;ET8706476;VIVO DURAZNO ALMACEN 20X7 GR;1;ET8706476
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763340;CQUEZADA;ET8706484;VIVO NARANJA ALMACEN 20X8 GR;1;ET8706484
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763340;CQUEZADA;ET8706506;VIVO BERRIES ALMACEN 20X7 GR;2;ET8706506
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763342;CAALVARE;442068;BALLANTINES FINEST 40GL VNR100;1;442068
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763342;CAALVARE;442291;WHISKY SOMETHING SPECIAL 40GL;1;442291
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763342;CAALVARE;445734;MISTRAL ICE 6PCX4-LAT310;2;445734
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763342;CAALVARE;445785;ICEBERG ORANGE SPRITZ 5GL 4PCX;1;445785
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763342;CAALVARE;445786;ICEBERG EXTREME BLUE 5GL 4PCX6;1;445786
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763342;CAALVARE;445787;ICEBERG ELECTRIC LEMONADE 5GL;1;445787
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763342;CAALVARE;445788;ICEBERG APPLE ICE TEA 5GL 4PCX;1;445788
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763342;CAALVARE;445821;MISTRAL ICE ENERGY LATA 310CC;1;445821
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763342;CAALVARE;445827;SOL DE CUBA LIMON 12GL VNR700X;1;445827
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763342;CAALVARE;445858;CAMPANARIO SOUR 16GL VNR700X6;1;445858
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763342;CAALVARE;ET17884;KEM XTR PET500X12-TR;1;ET17884
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763342;CAALVARE;ET8706573;RED BULL TRADICIONAL 6PFX2 LAT;2;ET8706573
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763342;CAALVARE;ET8707138;RED BULL TRADIC 12PF-LATA355;1;ET8707138
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763342;CAALVARE;ET8707758;RED BULL SUGAR FR 12PF-LAT250;1;ET8707758
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763354;CQUEZADA;ET870189K;CACHANTUN SIN GAS BIDON 6000X4;1;ET870189K
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763354;CQUEZADA;ET8706387;SPRIM DURAZNO ALMACEN 20X35 GR;2;ET8706387
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763354;CQUEZADA;ET8706395;SPRIM PIÑA ALMACEN 20X35 GR;1;ET8706395
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763354;CQUEZADA;ET8706468;VIVO PIÑA ALMACEN 20X7 GR;1;ET8706468
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763354;CQUEZADA;ET8707308;SPRIM DURAZ HUESI 1DSPX20X35GR;1;ET8707308
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763755;JBRAVO;450125;ESCUDO VRE330X20-TC;1;450125
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763755;JBRAVO;450128;MORENITA VRE330X20-TC;2;450128
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763762;JBRAVO;592;ROY.GUARD VRE1000X12;3;592
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763762;JBRAVO;450417;HEINEKEN K2 VRE1000X12-TC;1;450417
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763762;JBRAVO;450604;ESCUDO VRE1200CCX10-TC;6;450604
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763762;JBRAVO;450605;MORENITA VRE1200CCX10-TC;9;450605
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763762;JBRAVO;450606;DORADA VRE1200CCX10-TC;8;450606
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763762;JBRAVO;450607;CRISTAL VRE1200CCX10-TC;5;450607
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763764;RASEGOV;ET13072;LIMON SODA PRB2500X6-TR;3;ET13072
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763764;RASEGOV;ET17272;PAP PRB2500X6-TR;4;ET17272
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763764;RASEGOV;ET17280;BILZ PRB2500X6-TR;5;ET17280
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763764;RASEGOV;ET18406;PEPSI PRB2500X6-TR;2;ET18406
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763764;RASEGOV;ET18589;KEM PIN PRB2500X6-TR;2;ET18589
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763764;RASEGOV;ET19682;GINGER ALE PRB2500X6-TR;1;ET19682
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763764;RASEGOV;ET829K;PAP PRB2000X9-TR;1;ET829K
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763764;RASEGOV;ET8591;KEM PIN PRB2000X9-TR;1;ET8591
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763772;FVEGA;ET8700176;PEPSI GRB 237 X 30;1;ET8700176
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763772;FVEGA;ET8700192;BILZ GRB 237 X 30;1;ET8700192
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763772;FVEGA;ET8701024;CD LIMON SODA GRB 237 X 30;1;ET8701024
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763772;FVEGA;ET8701172;WATTS DURAZNO GRB237CCX30;1;ET8701172
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763772;FVEGA;ET8701210;BILZ PRB 1250 X 12-TR;1;ET8701210
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763772;FVEGA;ET8701229;PAP PRB 1250 X 12-TR;2;ET8701229
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763792;JRET;450403;SOL CANAST. 6PCX4-VNR330-SO;3;450403
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763794;FFPAINEMT;450640;GUARANA STONES 6PFX4-LAT350CC;1;450640
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763796;JRET;450133;ESCUDO 6PX4-LAT470CC;11;450133
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763796;JRET;450237;CRISTAL 6PFX4-LAT470CC;3;450237
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763796;JRET;450404;MORENITA 6PFX4-LAT350CC;4;450404
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763796;JRET;450472;LEMON STONES 6PFX4-LAT350CC;2;450472
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763796;JRET;450531;MARACUYA STONES 6PFX4-LAT350CC;2;450531
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763796;JRET;450572;HEINEKEN 4PFX6-LAT470CC;6;450572
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763796;JRET;450583;ANDES LAT470X24;10;450583
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763796;JRET;450592;ESCUDO SILVER LAT470CX24;23;450592
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763796;JRET;450675;ESCUDO SIN FILTRAR 6PCX4-LAT35;3;450675
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763796;JRET;450684;ROYAL GUARD LAT470X24;9;450684
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763796;JRET;450685;ESCUDO SIN FILTRAR LAT470X24;2;450685
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763796;JRET;450709;ESCUDO NEGRA LATA 470X24;11;450709
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763800;FFPAINEMT;ET15008;CATUN CG PET2250X6-TR;6;ET15008
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763800;FFPAINEMT;ET15024;CATUN SG PET2250X6-TR;1;ET15024
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763800;FFPAINEMT;ET49182;CATUN CG PET500X12-TR;10;ET49182
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763800;FFPAINEMT;ET49190;CATUN SG PET500X12-TR;3;ET49190
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763800;FFPAINEMT;ET8701636;MAS PERA PET500X12 S/G;1;ET8701636
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763800;FFPAINEMT;ET8701652;MAS MANZANA PET500X12 S/G;1;ET8701652
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763802;LPPINILLA;ET47147;CATUN CG PET1600X6-TR;3;ET47147
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763802;LPPINILLA;ET47155;CATUN SG PET1600X6-TR;1;ET47155
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763802;LPPINILLA;ET8706530;MAS CACHANTUN CITRUS PET 1600X;2;ET8706530
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763802;LPPINILLA;ET8706557;MAS CACHANTUN MANZANA PET 1600;1;ET8706557
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763802;LPPINILLA;ET870662K;MAS CACHANTUN PERA PET 1600 X6;2;ET870662K
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763802;LPPINILLA;ET8707502;MAS CATUN WOM LIM/JEN PET1.6X6;1;ET8707502
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763804;HEHUENCHU;ET11061;PEPSI PET1500X6-TR;1;ET11061
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763804;HEHUENCHU;ET17450;KEM PIN PET3000X6-TR;2;ET17450
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763804;HEHUENCHU;ET9199;BILZ PET1500X6-TR;2;ET9199
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763804;HEHUENCHU;ET9296;PAP PET1500X6-TR;2;ET9296
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763804;HEHUENCHU;ET9539;KEM PIN PET1500X6-TR;1;ET9539
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763809;CESCOBAR;ET14486;LIMON SODA PET3000X6-TR;1;ET14486
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763809;CESCOBAR;ET17434;BILZ PET3000X6-TR;2;ET17434
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763809;CESCOBAR;ET17442;PAP PET3000X6-TR;7;ET17442
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763809;CESCOBAR;ET17566;PEPSI PET3000X6-TR;3;ET17566
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763811;HEHUENCHU;ET1267K;WATTS TUTTIFLLA PET 1500X6-TR;6;ET1267K
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763811;HEHUENCHU;ET13226;LIMON SODA PET250X12-TR;1;ET13226
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763811;HEHUENCHU;ET14737;WATTS TUTTIARANDANO PET1500X06;4;ET14737
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763811;HEHUENCHU;ET15881;WATTS TUTTIKIWI PET1500X6-TR;1;ET15881
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763811;HEHUENCHU;ET16004;WATTS DUR PET1500X6-TR;13;ET16004
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763811;HEHUENCHU;ET16020;WATTS NAR PET1500X6-TR;6;ET16020
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763811;HEHUENCHU;ET16039;WATTS PIN PET1500X6-TR;10;ET16039
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763811;HEHUENCHU;ET16535;CRUSH PET250X12-TR;3;ET16535
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763811;HEHUENCHU;ET16543;KEM PIN PET250X12-TR;3;ET16543
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763811;HEHUENCHU;ET16578;PEPSI PET250X12-TR;3;ET16578
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763811;HEHUENCHU;ET16772;WATTS TUTTIPAPAYA PET1500X6-TR;1;ET16772
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763811;HEHUENCHU;ET47694;BILZ PET250X12-TR;3;ET47694
RGUA TCCU;08-07-2019 0:00;7;8;3019-RANCAGUA;O02-02;2001;Mixto;RGU00011763811;HEHUENCHU;ET47848;PAP PET250X12-TR;3;ET47848
